date,WY,WYD,P,CUM_P,Q_P300,Q_P301,ET,S,R,UPPER_R,LOWER_R
12/30/2009,2010,91,11.6087687,453.5442111,0.336584348,0.502548387,0.36068594,1427.950333,0,0,10.76110478
12/31/2009,2010,92,0,453.5442111,0.322121739,0.506903226,0.735440911,1426.707989,0,0,0.69163512
1/1/2010,2010,93,0,453.5442111,0.319116522,0.513870968,0.317173626,1425.876945,0,0,0.7903528
1/2/2010,2010,94,0,453.5442111,0.31536,0.513870968,0.887235192,1424.475838,0,0,0.14001862
1/3/2010,2010,95,0,453.5442111,0.308222609,0.507774194,0.835951128,1423.132113,0,0,0.0544737
1/4/2010,2010,96,0,453.5442111,0.302024348,0.508645161,0.946098262,1421.67737,0,0,0
1/5/2010,2010,97,0,453.5442111,0.301648696,0.531290323,0.981449959,1420.164629,0,0,0
1/6/2010,2010,98,0,453.5442111,0.308222609,0.570483871,1.121021632,1418.473124,0,0,0
1/7/2010,2010,99,0,453.5442111,0.328132174,0.600967742,1.139872111,1416.732284,0,0,0
1/8/2010,2010,100,0,453.5442111,0.360626087,0.641903226,1.017898876,1415.072482,0,0,0
1/9/2010,2010,101,0,453.5442111,0.398003478,0.683709677,0.894721298,1413.494051,0,0,0
1/10/2010,2010,102,0,453.5442111,0.428806957,0.724645161,1.237614172,1411.531792,0,0,0
1/11/2010,2010,103,0,453.5442111,0.416034783,0.718548387,1.289744584,1409.523499,0,0,0.0323544
1/12/2010,2010,104,0.786501944,454.3307131,0.435005217,0.745548387,0.841752015,1408.7227,0,0,1.018490312
1/13/2010,2010,105,30.24099975,484.5717128,1.094462609,0.939774194,0.722288765,1437.301637,0,0,26.58395959
1/14/2010,2010,106,0,484.5717128,0.676925217,0.274354839,0.804872585,1436.22241,0,0,0
1/15/2010,2010,107,0,484.5717128,0.545634783,0.310935484,0.832452234,1435.079022,0,0,0.68642996
1/16/2010,2010,108,2.060635094,486.6323479,0.496424348,0.348387097,0.873075462,1435.918194,0,0,1.969382734
1/17/2010,2010,109,1.27413315,487.9064811,0.476326957,0.38583871,0.43984274,1436.366646,0,0,0.69634605
1/18/2010,2010,110,62.21230378,550.1187848,1.165648696,0.422419355,-0.020052517,1498.176583,0,0,22.14417445
1/19/2010,2010,111,23.72089864,573.8396835,0.981391304,0.459870968,0.036719579,1521.400891,0,0,0
1/20/2010,2010,112,11.59303866,585.4327221,1.24509913,0.497322581,0.042621802,1532.453985,0,0,0
1/21/2010,2010,113,21.31420269,606.7469248,1.114935652,0.534774194,0.079428334,1553.153986,0,0,0
1/22/2010,2010,114,15.96598947,622.7129143,1.788855652,0.571354839,0.212530795,1568.336089,0,0,0
1/23/2010,2010,115,10.77507664,633.4879909,0.842024348,0.608806452,0.38923901,1578.113121,0,2.869888315,11.01955992
1/24/2010,2010,116,6.370665748,639.8586567,0.567610435,0.612290323,0.426171857,1583.445324,0,6.888689828,9.300624428
1/25/2010,2010,117,24.35010019,664.2087569,0.659269565,0.711580645,0.486454576,1606.597389,0,23.86067323,26.00647303
1/26/2010,2010,118,4.113405168,668.322162,0.680681739,0.515612903,0.809586797,1609.385595,0,1.464575884,6.724234248
1/27/2010,2010,119,5.371808279,673.6939703,0.625648696,0.430258065,0.434086371,1613.893058,0,0,5.212327379
1/28/2010,2010,120,0,673.6939703,0.582824348,0.400645161,0.441990323,1613.050423,0,0,0.84958312
1/29/2010,2010,121,0,673.6939703,0.575311304,0.388451613,1.131468748,1611.530503,0,0,0.94247722
1/30/2010,2010,122,1.439298558,675.1332689,0.549391304,0.364935484,0.656454292,1611.948411,0,0,0.432328598
1/31/2010,2010,123,0,675.1332689,0.532486957,0.337064516,1.105278712,1610.506068,0,0,0.10369044
2/1/2010,2010,124,0,675.1332689,0.524598261,0.340548387,0.839108165,1609.326412,0,0,0
2/2/2010,2010,125,0,675.1332689,0.516146087,0.41283871,0.643236193,1608.270337,0,0,0
2/3/2010,2010,126,0,675.1332689,0.511638261,0.492967742,1.468432235,1606.308937,0,0,1.19458298
2/4/2010,2010,127,2.508941202,677.6422101,0.511450435,0.488612903,0.677916018,1607.651349,0,2.620872482,3.568771082
2/5/2010,2010,128,24.13774467,701.7799547,0.973126957,0.776903226,0.636308822,1630.375882,0,14.04996895,17.25524005
2/6/2010,2010,129,26.34781513,728.1277699,1.487394783,1.044290323,0.138669813,1655.540737,0,7.482237964,14.17831805
2/7/2010,2010,130,13.89748935,742.0252592,0.980827826,0.791709677,0.492036926,1668.154479,0,0,8.768102373
2/8/2010,2010,131,0,742.0252592,0.796946087,0.699387097,0.663038814,1666.792053,0,0,1.068371141
2/9/2010,2010,132,5.340348201,747.3656074,0.730455652,0.654967742,0.532347512,1670.945086,0,0,0
2/10/2010,2010,133,0,747.3656074,0.67298087,0.621870968,0.896971821,1669.426244,0,0,0
2/11/2010,2010,134,3.37409334,750.7397008,0.697773913,0.661064516,1.398884174,1670.740388,0,4.64740702,6.04904362
2/12/2010,2010,135,0,750.7397008,0.72669913,0.689806452,1.584296377,1668.466285,0,0.8492276,1.0525646
2/13/2010,2010,136,1.643789063,752.3834898,0.730455652,0.681967742,1.621358671,1667.806748,0,4.458549423,4.581945123
2/14/2010,2010,137,0,752.3834898,0.756375652,0.695032258,1.793215495,1665.3185,0,4.09980356,4.06248326
2/15/2010,2010,138,0,752.3834898,0.796946087,0.70983871,1.51988508,1663.088777,0,3.03158944,2.20583224
2/16/2010,2010,139,0,752.3834898,0.829252174,0.726387097,1.090841284,1661.271548,0,2.78012056,2.57935276
2/17/2010,2010,140,0,752.3834898,0.875457391,0.747290323,1.107061328,1659.417196,0,0.85716952,1.03586692
2/18/2010,2010,141,0,752.3834898,0.911707826,0.772548387,1.148006887,1657.496641,0,0.803235943,1.92146492
2/19/2010,2010,142,0,752.3834898,0.88992,0.774290323,0.218035366,1656.504316,0,0,0.74650084
2/20/2010,2010,143,10.0750899,762.4585797,0.868883478,0.76383871,0.496405461,1665.319161,0,0,4.357503825
2/21/2010,2010,144,18.62436604,781.0829458,0.830754783,0.743806452,0.253127345,1682.946593,0,0,5.999316358
2/22/2010,2010,145,0,781.0829458,0.81648,0.73683871,0.783948124,1681.425807,0,0,0
2/23/2010,2010,146,3.570718827,784.6536646,0.798448696,0.724645161,1.040903508,1683.230977,0,2.582103147,3.095201547
2/24/2010,2010,147,48.71593042,833.369595,2.469725217,1.042548387,0.278408554,1730.62595,0,6.319648982,21.20256618
2/25/2010,2010,148,0,833.369595,1.733634783,1.053,1.350220426,1728.22273,0,0,0
2/26/2010,2010,149,27.43318781,860.8027828,1.658692174,1.058225806,1.18499428,1753.412698,0,13.00394549,21.34141689
2/27/2010,2010,150,47.84291326,908.6456961,2.549363478,1.331709677,0.231916041,1799.691985,0,0,16.72181074
2/28/2010,2010,151,0,908.6456961,1.652869565,1.220225806,0.904419062,1797.56734,0,0,1.78485078
3/1/2010,2010,152,0,908.6456961,1.481947826,1.282935484,1.418703519,1794.865701,0,0,4.15679946
3/2/2010,2010,153,14.71545138,923.3611475,1.367749565,1.185387097,0.367156147,1808.028609,0,0,8.271651575
3/3/2010,2010,154,25.34109264,948.7022401,1.336758261,1.105258065,0.202804567,1832.061639,0,0,2.623829014
3/4/2010,2010,155,2.359505832,951.0617459,1.222935652,1.034709677,0.892340755,1832.494095,0,0,0
3/5/2010,2010,156,0,951.0617459,1.133718261,0.978096774,1.049084138,1830.466914,0,0,3.21547146
3/6/2010,2010,157,1.730304277,952.7920502,1.103102609,0.965903226,0.685349967,1830.545965,0,0,3.937873357
3/7/2010,2010,158,0,952.7920502,1.030038261,0.943258065,0.704744561,1828.897962,0,0,1.07284668
3/8/2010,2010,159,8.266135433,961.0581857,1.006747826,0.924967742,-0.009188981,1836.248319,0,0,0.937306723
3/9/2010,2010,160,0.825827041,961.8840127,0.949836522,0.877064516,0.657881195,1835.5392,0,0,0
3/10/2010,2010,161,3.256118049,965.1401307,0.918657391,0.857032258,0.432763191,1837.505523,0,0,0
3/11/2010,2010,162,0,965.1401307,0.911707826,0.854419355,1.141826745,1835.509277,0,0.54988736,3.23901056
3/12/2010,2010,163,18.25471012,983.3948409,1.00749913,0.876193548,1.164189577,1851.723604,0,3.096584037,7.539148324
3/13/2010,2010,164,17.27944771,1000.674289,1.783033043,0.929322581,0.352096603,1867.721632,0,0,7.198748753
3/14/2010,2010,165,0,1000.674289,1.336946087,0.944129032,0.613863592,1866.16364,0,0,0.68466846
3/15/2010,2010,166,0,1000.674289,1.268765217,0.975483871,1.384531036,1863.803625,3.61,4.31260372,4.54059262
3/16/2010,2010,167,0,1000.674289,1.335067826,0.998129032,2.210257824,1860.595238,7.6,7.31985472,6.60030112
3/17/2010,2010,168,0,1000.674289,1.574358261,1.103516129,1.75240751,1857.739314,10.19,8.53097792,6.69115832
3/18/2010,2010,169,0,1000.674289,1.784723478,1.221967742,1.703265505,1854.814081,14.24,10.95717932,7.72856522
3/19/2010,2010,170,0,1000.674289,1.797495652,1.285548387,2.658028274,1850.870504,16.58,12.18353516,8.03288186
3/20/2010,2010,171,0,1000.674289,1.932354783,1.391806452,3.123433237,1846.355265,19.14,13.27490296,7.94487316
3/21/2010,2010,172,0,1000.674289,1.946253913,1.440580645,2.644376509,1842.270308,10.48,7.80806064,5.25744744
3/22/2010,2010,173,0,1000.674289,1.965787826,1.476290323,2.448290088,1838.345727,2.99,3.25199728,3.22269088
3/23/2010,2010,174,0,1000.674289,2.034532174,1.561645161,2.751677853,1834.032404,15.67,10.85648048,6.48475808
3/24/2010,2010,175,0,1000.674289,2.07698087,1.623483871,2.396116232,1830.012804,10.8,8.26744728,5.78961588
3/25/2010,2010,176,0,1000.674289,2.052563478,1.660064516,1.119290407,1827.233449,9.09,6.9346368,4.8329028
3/26/2010,2010,177,0,1000.674289,1.814587826,1.556419355,0.964301423,1824.712728,0,0,0
3/27/2010,2010,178,0,1000.674289,1.755798261,1.523322581,2.737511828,1820.451894,7.44,5.76125448,4.09923708
3/28/2010,2010,179,0,1000.674289,1.930664348,1.620870968,2.887896287,1815.943127,23.84584391,16.43162136,9.45199956
3/29/2010,2010,180,0,1000.674289,2.186671304,1.795935484,2.815166824,1811.332024,0,12.92585608,7.87628068
3/30/2010,2010,181,14.0783848,1014.752673,2.80029913,2.033709677,0.252195271,1823.124504,0,12.32944807,15.21188436
3/31/2010,2010,182,21.41644794,1036.169121,2.421453913,1.939645161,0.376082617,1842.225224,0,0,5.70379614
4/1/2010,2010,183,0,1036.169121,1.928786087,1.719290323,0.99404058,1839.511894,0,0,0.00184908
4/2/2010,2010,184,2.438156027,1038.607277,1.747346087,1.615645161,0.768442182,1839.565962,0,0,3.149619707
4/3/2010,2010,185,0,1038.607277,1.674657391,1.560774194,0.777900854,1837.227287,0,0,0.58373812
4/4/2010,2010,186,18.57717592,1057.184453,1.604598261,1.515483871,0.430289106,1853.85869,0,0,5.481309841
4/5/2010,2010,187,44.18567922,1101.370132,2.042045217,1.449290323,1.481532163,1895.113547,0,0,10.9845507
4/6/2010,2010,188,0,1101.370132,1.558393043,1.453645161,1.98898674,1891.670915,0,0,0.75083932
4/7/2010,2010,189,0,1101.370132,1.652869565,1.489354839,3.410596117,1886.770964,5.99,7.59668768,8.27557928
4/8/2010,2010,190,0,1101.370132,1.89741913,1.596483871,3.083552139,1882.090928,12.36,10.98844992,9.19372032
4/9/2010,2010,191,0,1101.370132,2.237196522,1.767193548,3.195565545,1877.128169,16.33,13.011263,9.6128105
4/10/2010,2010,192,0,1101.370132,2.290351304,1.866483871,3.681728191,1871.579957,3.718999733,11.11696588,6.55467898
4/11/2010,2010,193,34.96787644,1136.338009,2.256918261,1.862129032,0.985563239,1903.700141,0,5.344603133,15.23191984
4/12/2010,2010,194,29.6511233,1165.989132,2.104027826,1.783741935,0.539325586,1931.028197,0,0,0.554029495
4/13/2010,2010,195,0,1165.989132,2.254288696,1.929193548,1.021113329,1928.07789,0,0,7.0443743
4/14/2010,2010,196,0,1165.989132,2.429718261,2.094677419,2.322841051,1923.660371,4.91,6.6925686,7.5664881
4/15/2010,2010,197,0,1165.989132,2.407930435,1.994516129,2.931845279,1918.73401,9.83,9.23908384,8.15255464
4/16/2010,2010,198,0,1165.989132,2.627874783,2.109483871,1.175373105,1915.449153,13.22,11.00590036,8.57689606
4/17/2010,2010,199,0,1165.989132,2.993008696,2.342903226,3.997868778,1909.108381,29.17,20.52712372,12.60561262
4/18/2010,2010,200,0,1165.989132,3.184591304,2.571096774,2.974935776,1903.562348,15.43,10.94296428,6.81053538
4/19/2010,2010,201,0,1165.989132,3.41186087,3.022258065,1.066067368,1899.474023,16.76,12.90676236,9.11397306
4/20/2010,2010,202,35.91167877,1201.900811,4.583144348,3.879290323,0.48293159,1931.02348,13.1083166,16.58920272,19.88645322
4/21/2010,2010,203,14.78623655,1216.687048,3.547095652,3.591870968,0.821219994,1941.396625,0,0,0
4/22/2010,2010,204,2.54040128,1219.227449,2.812695652,3.088451613,0.47476792,1940.373807,0,1.05292948,3.63777598
4/23/2010,2010,205,2.021309997,1221.248759,3.111151304,3.327967742,3.067804274,1935.999345,5.131309997,9.447546997,12.1741495
4/24/2010,2010,206,0,1221.248759,3.498073043,3.626709677,1.776748825,1930.595887,11.87,10.33276972,8.45915362
4/25/2010,2010,207,0,1221.248759,4.134991304,4.050870968,1.955731545,1924.589284,19.31,14.10532672,9.21376312
4/26/2010,2010,208,0,1221.248759,4.944146087,4.757225806,2.073464723,1917.758594,28.16,19.67829864,11.93692044
4/27/2010,2010,209,6.936947148,1228.185706,4.912215652,5.172677419,0.926622858,1918.596241,27.94694715,20.50124339,13.96347719
4/28/2010,2010,210,10.77507664,1238.960783,5.129342609,5.638645161,0.438904264,1923.293768,7.4366511,9.62376082,8.136277355
4/29/2010,2010,211,5.851574465,1244.812357,3.825641739,4.509870968,0.988605951,1923.646865,0,0,2.817645905
4/30/2010,2010,212,0,1244.812357,3.346309565,4.080483871,1.312798629,1918.253583,0,0,0.80017146
5/1/2010,2010,213,1.887604666,1246.699962,3.179332174,3.947225806,1.228510663,1914.965451,5.217604666,5.389426226,5.274990926
5/2/2010,2010,214,0,1246.699962,3.353634783,4.034322581,4.157952342,1906.773176,12.96,9.39201608,6.05799068
5/3/2010,2010,215,0,1246.699962,4.357189565,4.927064516,2.44637244,1899.399739,27.71,19.02555096,11.17723116
5/4/2010,2010,216,0,1246.699962,5.257252174,6.233516129,1.46032795,1891.705895,37.15,24.2053476,12.7958346
5/5/2010,2010,217,0.652796614,1247.352758,5.406386087,6.788322581,1.996733659,1883.573635,36.24279661,23.56316793,12.44284383
5/6/2010,2010,218,0,1247.352758,5.261196522,6.711677419,1.182396717,1875.679561,28.74,18.4006884,9.3524214
5/7/2010,2010,219,0,1247.352758,5.178365217,6.604548387,3.205470563,1865.869542,33.72,21.52234248,10.86068508
5/8/2010,2010,220,0,1247.352758,5.158643478,6.714290323,2.140135263,1857.015117,34.94,22.26820296,11.19842316
5/9/2010,2010,221,4.262840537,1251.615599,4.684758261,6.356322581,0.341207952,1854.580427,23.07808968,15.70148204,9.479967738
5/10/2010,2010,222,1.675249141,1253.290848,4.049342609,5.449645161,1.31307554,1849.492955,0,0,0
5/11/2010,2010,223,4.349355751,1257.640204,3.675193043,5.003709677,0.537246869,1848.301354,0.849355751,2.938898751,4.606996251
5/12/2010,2010,224,0,1257.640204,3.584285217,4.877419355,1.608285175,1841.81565,3.96,3.39218968,2.72964628
5/13/2010,2010,225,0,1257.640204,3.99506087,5.352096774,2.792349187,1833.671204,32.19,19.97198508,9.40285218
5/14/2010,2010,226,0,1257.640204,4.467631304,6.251806452,2.340533664,1825.078864,39.19,23.71876292,10.44470582
5/15/2010,2010,227,0,1257.640204,4.901509565,7.107967742,2.962260895,1815.008635,37.76,22.82534908,10.01659618
5/16/2010,2010,228,0,1257.640204,1.747346087,7.704580645,3.126688454,1804.177366,41.88,25.25467324,11.00665954
5/17/2010,2010,229,7.621203839,1265.261408,5.489968696,7.890967742,0.823617524,1803.083985,35.83120384,23.4776714,13.0929311
5/18/2010,2010,230,0,1265.261408,5.047638261,7.548677419,1.95575012,1793.579557,12.12,7.75846232,3.94179572
5/19/2010,2010,231,0,1265.261408,4.698469565,7.233387097,1.753041625,1784.593128,24.05,14.15122178,5.72948663
5/20/2010,2010,232,0,1265.261408,4.95597913,7.923193548,1.607178595,1775.062756,35,20.24217818,7.74593603
5/21/2010,2010,233,0,1265.261408,4.753878261,7.706322581,2.64475921,1764.711674,32.26,18.61794874,7.07301379
5/22/2010,2010,234,2.446021046,1267.707429,4.394942609,6.739548387,1.082973453,1759.335174,24.88602105,14.76356079,6.301283336
5/23/2010,2010,235,2.10782521,1269.815254,3.90621913,5.692645161,0.483236593,1755.267117,4.07782521,3.156324066,2.014498842
5/24/2010,2010,236,0,1269.815254,3.57170087,5.189225806,0.938971071,1749.13892,0,0,0.376524444
5/25/2010,2010,237,1.683114161,1271.498368,3.410358261,5.205774194,2.131862725,1743.484397,12.82311416,8.508581585,4.792118465
5/26/2010,2010,238,4.616766412,1276.115134,3.817753043,5.735322581,1.131029784,1741.234811,36.15676641,22.35918272,10.75827566
5/27/2010,2010,239,2.941517271,1279.056652,3.675005217,5.653451613,1.396986933,1737.12589,27.50151727,16.44238776,7.194035819
5/28/2010,2010,240,0,1279.056652,3.48530087,5.425258065,1.70072292,1729.999909,16.77,9.265138332,2.981909922
5/29/2010,2010,241,0,1279.056652,3.43346087,5.628193548,2.481351883,1721.890364,29.12,16.3534475,5.62381625
5/30/2010,2010,242,0,1279.056652,3.630302609,6.335419355,3.256384796,1712.29856,54.25,29.6140009,9.043887884
5/31/2010,2010,243,0,1279.056652,3.742998261,6.871935484,2.346912742,1703.079711,45.54,24.5315327,7.040477716
6/1/2010,2010,244,0,1279.056652,3.93026087,7.12016129,1.527840129,1694.43171,14.85,15.64450865,4.206100908
6/2/2010,2010,245,0,1279.056652,3.955241739,7.342258065,1.786770942,1685.302681,5.41,0,0
6/3/2010,2010,246,0,1279.056652,3.965572174,7.654064516,2.612456598,1675.03616,3.99,0,0
6/4/2010,2010,247,0,1279.056652,3.933266087,7.906645161,2.541691375,1664.587823,5.17,0,0
6/5/2010,2010,248,0,1279.056652,3.80930087,7.960645161,3.527849323,1653.099329,0,0,0
6/6/2010,2010,249,0,1279.056652,3.680264348,7.959774194,3.85937358,1641.280181,0,0,0
6/7/2010,2010,250,0,1279.056652,3.45074087,7.431096774,2.650989866,1631.198094,0,0,0
6/8/2010,2010,251,0,1279.056652,3.170128696,6.782225806,3.364020325,1621.051848,0,0,0
6/9/2010,2010,252,0,1279.056652,2.954504348,6.247451613,1.728096451,1613.0763,0,0,0
6/10/2010,2010,253,0,1279.056652,2.813446957,5.683935484,2.582480642,1604.809884,0,0,0
6/11/2010,2010,254,0,1279.056652,2.661871304,5.096903226,1.720962204,1597.992019,0,0,0
6/12/2010,2010,255,0,1279.056652,2.447937391,4.71716129,3.737129244,1589.537728,0,0,0
6/13/2010,2010,256,0,1279.056652,2.295798261,4.546451613,3.832245282,1581.159031,0,0,0
6/14/2010,2010,257,0,1279.056652,2.187610435,4.40883871,3.497029323,1573.253163,0,0,0
6/15/2010,2010,258,0,1279.056652,2.098956522,4.198064516,4.112455826,1564.942643,0,0,0
6/16/2010,2010,259,0,1279.056652,2.027582609,3.888,3.125769826,1557.928873,0,0,0
6/17/2010,2010,260,0,1279.056652,1.93968,3.657193548,3.116362435,1551.155317,0,0,0
6/18/2010,2010,261,0,1279.056652,1.856473043,3.460354839,3.216831558,1544.478131,0,0,0
6/19/2010,2010,262,0,1279.056652,1.799373913,3.305322581,2.508145707,1538.664662,0,0,0
6/20/2010,2010,263,0,1279.056652,1.751666087,3.172064516,2.670727657,1532.82187,0,0,0
6/21/2010,2010,264,0,1279.056652,1.687053913,3.03183871,3.045801049,1526.74423,0,0,0
6/22/2010,2010,265,0,1279.056652,1.597836522,2.871580645,4.414245846,1519.458404,0,0,0
6/23/2010,2010,266,0,1279.056652,1.564027826,2.604193548,2.364816038,1514.489394,0,0,0
6/24/2010,2010,267,0,1279.056652,1.51538087,2.377741935,3.600260439,1508.511392,0,0,0
6/25/2010,2010,268,0,1279.056652,1.474434783,2.285419355,3.07986733,1503.146105,0,0,0
6/26/2010,2010,269,0,1279.056652,1.430483478,2.196580645,2.426342148,1498.523183,0,0,0
6/27/2010,2010,270,0,1279.056652,1.376201739,2.085967742,4.784502555,1491.652712,0,0,0
6/28/2010,2010,271,0,1279.056652,1.306706087,1.962290323,4.76298491,1484.927437,0,0,0
6/29/2010,2010,272,0,1279.056652,1.264633043,1.88216129,4.614560095,1478.430716,0,0,0
6/30/2010,2010,273,0,1279.056652,1.23645913,1.811612903,3.376779406,1473.242323,0,0,0
7/1/2010,2010,274,0,1279.056652,1.20096,1.741935484,3.327374869,1468.173013,0,0,0
7/2/2010,2010,275,0,1279.056652,1.175415652,1.690548387,3.071003702,1463.411461,0,0,0
7/3/2010,2010,276,0,1279.056652,1.149871304,1.640032258,3.115054627,1458.656374,0,0,0
7/4/2010,2010,277,0,1279.056652,1.113808696,1.580806452,3.094382136,1453.981185,0,0,0
7/5/2010,2010,278,0,1279.056652,1.081126957,1.51983871,4.491100843,1447.970246,0,0,0
7/6/2010,2010,279,0,1279.056652,1.058587826,1.484129032,3.383759141,1443.102358,0,0,0
7/7/2010,2010,280,0,1279.056652,1.037926957,1.437967742,3.559077398,1438.105313,0,0,0
7/8/2010,2010,281,0,1279.056652,0.99885913,1.370903226,5.452660176,1431.281749,0,0,0
7/9/2010,2010,282,0,1279.056652,0.966177391,1.31516129,6.97412788,1422.99246,0,0,0
7/10/2010,2010,283,0,1279.056652,0.939881739,1.271612903,4.037178407,1417.683669,0,0,0
7/11/2010,2010,284,0,1279.056652,0.924104348,1.243741935,4.390042977,1412.049884,0,0,0
7/12/2010,2010,285,0,1279.056652,0.905509565,1.210645161,3.302462949,1407.536776,0,0,0
7/13/2010,2010,286,0,1279.056652,0.886351304,1.177548387,3.074609146,1403.284618,0,0,0
7/14/2010,2010,287,0,1279.056652,0.858928696,1.120935484,3.2609275,1398.902755,0,0,0
7/15/2010,2010,288,0,1279.056652,0.823241739,1.013806452,4.412573156,1393.476376,0,0,0
7/16/2010,2010,289,0,1279.056652,0.805210435,0.958064516,4.261025891,1388.257285,0,0,0
7/17/2010,2010,290,0,1279.056652,0.780229565,0.923225806,4.051035584,1383.283024,0,0,0
7/18/2010,2010,291,0,1279.056652,0.753182609,0.877935484,4.487696398,1377.917392,0,0,0
7/19/2010,2010,292,0,1279.056652,0.728013913,0.843967742,4.118722547,1372.954702,0,0,0
7/20/2010,2010,293,0,1279.056652,0.709231304,0.816967742,3.864346332,1368.273387,0,0,0
7/21/2010,2010,294,0,1279.056652,0.694205217,0.803032258,3.495765092,1363.97459,0,0,0
7/22/2010,2010,295,0,1279.056652,0.679742609,0.784741935,3.78372098,1359.406127,0,0,0
7/23/2010,2010,296,0,1279.056652,0.659081739,0.745548387,4.342807625,1354.317771,0,0,0
7/24/2010,2010,297,0,1279.056652,0.643492174,0.712451613,4.039084658,1349.566235,0,0,0
7/25/2010,2010,298,0,1279.056652,0.632786087,0.69416129,3.374008832,1345.498065,0,0,0
7/26/2010,2010,299,0,1279.056652,0.625085217,0.688935484,3.399686122,1341.409443,0,0,0
7/27/2010,2010,300,0,1279.056652,0.595408696,0.648870968,3.72720375,1337.033368,0,0,0
7/28/2010,2010,301,0,1279.056652,0.580570435,0.621,3.00205163,1333.410317,0,0,0
7/29/2010,2010,302,0,1279.056652,0.573245217,0.606193548,3.351465893,1329.452657,0,0,0
7/30/2010,2010,303,0,1279.056652,0.554838261,0.582677419,3.484599261,1325.385381,0,0,0
7/31/2010,2010,304,0,1279.056652,0.543005217,0.565258065,3.322595851,1321.497527,0,0,0
8/1/2010,2010,305,0,1279.056652,0.529857391,0.550451613,3.394379883,1317.552695,0,0,0
8/2/2010,2010,306,0,1279.056652,0.516709565,0.571354839,3.604236833,1313.377104,0,0,0
8/3/2010,2010,307,0,1279.056652,0.451533913,0.567870968,3.068423895,1309.740809,0,0,0
8/4/2010,2010,308,0,1279.056652,0.442330435,0.551322581,3.338261095,1305.851225,0,0,0
8/5/2010,2010,309,0,1279.056652,0.429746087,0.536516129,3.613001499,1301.701707,0,0,0
8/6/2010,2010,310,0,1279.056652,0.414156522,0.524322581,3.147079506,1298.030305,0,0,0
8/7/2010,2010,311,0,1279.056652,0.40514087,0.511258065,3.627366996,1293.89168,0,0,0
8/8/2010,2010,312,0,1279.056652,0.399693913,0.502548387,3.548854525,1289.840277,0,0,0
8/9/2010,2010,313,0,1279.056652,0.396125217,0.494709677,3.794992824,1285.550575,0,0,0
8/10/2010,2010,314,0,1279.056652,0.388236522,0.475548387,3.944769614,1281.130257,0,0,0
8/11/2010,2010,315,0,1279.056652,0.385982609,0.469451613,2.832328666,1277.828477,0,0,0
8/12/2010,2010,316,0,1279.056652,0.380347826,0.458129032,2.351212885,1275.019135,0,0,0
8/13/2010,2010,317,0,1279.056652,0.373586087,0.444193548,3.822738394,1270.752203,0,0,0
8/14/2010,2010,318,0,1279.056652,0.365885217,0.431129032,3.058378447,1267.262695,0,0,0
8/15/2010,2010,319,0,1279.056652,0.35856,0.419806452,3.834883112,1263.008006,0,0,0
8/16/2010,2010,320,0,1279.056652,0.347102609,0.398903226,5.329734245,1257.279368,0,0,0
8/17/2010,2010,321,0,1279.056652,0.330386087,0.374516129,4.053833561,1252.851019,0,0,0
8/18/2010,2010,322,0,1279.056652,0.319116522,0.361451613,2.92254004,1249.567027,0,0,0
8/19/2010,2010,323,0,1279.056652,0.313669565,0.353612903,3.689918749,1245.523495,0,0,0
8/20/2010,2010,324,0,1279.056652,0.311603478,0.34316129,3.267471575,1241.912862,0,0,0
8/21/2010,2010,325,0,1279.056652,0.302212174,0.330967742,3.4066635,1238.175231,0,0,0
8/22/2010,2010,326,0,1279.056652,0.296953043,0.323129032,2.964423586,1234.887679,0,0,0
8/23/2010,2010,327,0,1279.056652,0.291318261,0.309193548,3.811913698,1230.766571,0,0,0
8/24/2010,2010,328,0,1279.056652,0.278546087,0.287419355,3.775903926,1226.703248,0,0,0
8/25/2010,2010,329,0,1279.056652,0.26784,0.271741935,3.983188335,1222.448318,0,0,0
8/26/2010,2010,330,0,1279.056652,0.263707826,0.266516129,3.362999917,1218.818802,0,0,0
8/27/2010,2010,331,0,1279.056652,0.263707826,0.263903226,2.865835224,1215.689063,0,0,0
8/28/2010,2010,332,0,1279.056652,0.264271304,0.267387097,3.191953311,1212.229723,0,0,0
8/29/2010,2010,333,0,1279.056652,0.26877913,0.285677419,1.283505634,1210.66054,0,0,0
8/30/2010,2010,334,0,1279.056652,0.268403478,0.299612903,1.684391224,1208.676536,0,0,0
8/31/2010,2010,335,0,1279.056652,0.262205217,0.283935484,2.691911892,1205.700688,0,0,0
9/1/2010,2010,336,0,1279.056652,0.248681739,0.255193548,2.238290484,1203.207204,0,0,0
9/2/2010,2010,337,0,1279.056652,0.238726957,0.238645161,2.954362666,1200.014196,0,0,0
9/3/2010,2010,338,0,1279.056652,0.234031304,0.227322581,2.901852156,1196.885022,0,0,0
9/4/2010,2010,339,0,1279.056652,0.229711304,0.221225806,2.898002867,1193.765793,0,0,0
9/5/2010,2010,340,0,1279.056652,0.227645217,0.218612903,2.453601374,1191.093579,0,0,0
9/6/2010,2010,341,0,1279.056652,0.225015652,0.212516129,2.37494818,1188.506114,0,0,0
9/7/2010,2010,342,0,1279.056652,0.223137391,0.202935484,3.614249491,1184.688929,0,0,0
9/8/2010,2010,343,3.028032485,1282.084684,0.217126957,0.232548387,0.612668499,1186.871745,3.028032485,3.028032485,3.028032485
