Date,STREAMFLOW_(CFS)
11/18/71,1410
11/19/71,1190
11/20/71,1030
11/21/71,931
11/22/71,848
11/23/71,882
11/24/71,1420
11/25/71,2270
11/26/71,10100
11/27/71,7730
11/28/71,6950
11/29/71,9140
11/30/71,6320
12/1/71,4360
12/2/71,3430
12/3/71,3110
12/4/71,3620
12/5/71,8830
12/6/71,9710
12/7/71,5910
12/8/71,4640
12/9/71,7750
12/10/71,6810
12/11/71,5700
12/12/71,7330
12/13/71,7200
12/14/71,7500
12/15/71,6970
12/16/71,5280
12/17/71,4240
12/18/71,3580
12/19/71,3010
12/20/71,2660
12/21/71,5530
12/22/71,8310
12/23/71,8180
12/24/71,9420
12/25/71,7240
12/26/71,5910
12/27/71,4470
12/28/71,3570
12/29/71,3050
12/30/71,2580
12/31/71,2300
1/1/72,2140
1/2/72,2000
1/3/72,1860
1/4/72,1690
1/5/72,1550
1/6/72,1440
1/7/72,1400
1/8/72,1620
1/9/72,2310
1/10/72,2490
1/11/72,12400
1/12/72,13600
1/13/72,7220
1/14/72,4940
1/15/72,3790
1/16/72,3110
1/17/72,2780
1/18/72,5730
1/19/72,7700
1/20/72,18800
1/21/72,28500
1/22/72,11900
1/23/72,8130
1/24/72,6390
1/25/72,5940
1/26/72,4890
1/27/72,3900
1/28/72,3170
1/29/72,2660
1/30/72,2300
1/31/72,2000
2/1/72,1800
2/2/72,1600
2/3/72,1500
2/4/72,1400
2/5/72,1300
2/6/72,1400
2/7/72,1500
2/8/72,1400
2/9/72,1320
2/10/72,1230
2/11/72,1170
2/12/72,1190
2/13/72,1980
2/14/72,1910
2/15/72,2250
2/16/72,3430
2/17/72,3890
2/18/72,3050
2/19/72,2550
2/20/72,2250
2/21/72,1970
2/22/72,2180
2/23/72,3090
2/24/72,3660
2/25/72,4120
2/26/72,3520
2/27/72,8990
2/28/72,11200
2/29/72,8460
3/1/72,8220
3/2/72,14400
3/3/72,9790
3/4/72,6450
3/5/72,5040
3/6/72,4950
3/7/72,4260
3/8/72,3500
3/9/72,3020
3/10/72,3520
3/11/72,5240
3/12/72,5520
3/13/72,5600
3/14/72,4760
3/15/72,3810
3/16/72,3130
3/17/72,2620
3/18/72,2380
3/19/72,2090
3/20/72,1860
3/21/72,1770
3/22/72,2450
3/23/72,2640
3/24/72,2300
3/25/72,2070
3/26/72,1950
3/27/72,1860
3/28/72,1740
3/29/72,1610
3/30/72,1500
3/31/72,1390
4/1/72,1330
4/2/72,1250
4/3/72,1150
4/4/72,1150
4/5/72,1410
4/6/72,2060
4/7/72,3150
4/8/72,5800
4/9/72,5020
4/10/72,3670
4/11/72,2980
4/12/72,3770
4/13/72,3740
4/14/72,3260
4/15/72,2790
4/16/72,2480
4/17/72,2230
4/18/72,1970
4/19/72,1770
4/20/72,1630
4/21/72,1780
4/22/72,1610
4/23/72,1490
4/24/72,1560
4/25/72,1780
4/26/72,1650
4/27/72,1520
4/28/72,1490
4/29/72,1410
4/30/72,1300
5/1/72,1210
5/2/72,1130
5/3/72,1070
5/4/72,1010
5/5/72,955
5/6/72,910
5/7/72,870
5/8/72,835
5/9/72,795
5/10/72,755
5/11/72,720
5/12/72,685
5/13/72,658
5/14/72,631
5/15/72,613
5/16/72,785
5/17/72,1100
5/18/72,975
5/19/72,895
5/20/72,800
5/21/72,765
5/22/72,750
5/23/72,700
5/24/72,667
5/25/72,631
5/26/72,604
5/27/72,570
5/28/72,542
5/29/72,514
5/30/72,494
5/31/72,478
6/1/72,463
6/2/72,446
6/3/72,432
6/4/72,428
6/5/72,411
6/6/72,393
6/7/72,383
6/8/72,379
6/9/72,411
6/10/72,498
6/11/72,653
6/12/72,562
6/13/72,449
6/14/72,411
6/15/72,397
6/16/72,383
6/17/72,362
6/18/72,341
6/19/72,328
6/20/72,311
6/21/72,301
6/22/72,292
6/23/72,288
6/24/72,292
6/25/72,305
6/26/72,295
6/27/72,279
6/28/72,263
6/29/72,248
6/30/72,239
7/1/72,228
7/2/72,222
7/3/72,208
7/4/72,203
7/5/72,200
7/6/72,198
7/7/72,198
7/8/72,195
7/9/72,200
7/10/72,195
7/11/72,190
7/12/72,185
7/13/72,177
7/14/72,172
7/15/72,163
7/16/72,154
7/17/72,149
7/18/72,145
7/19/72,143
7/20/72,140
7/21/72,133
7/22/72,129
7/23/72,127
7/24/72,125
7/25/72,127
7/26/72,127
7/27/72,124
7/28/72,121
7/29/72,118
7/30/72,114
7/31/72,111
8/1/72,111
8/2/72,112
8/3/72,111
8/4/72,108
8/5/72,105
8/6/72,101
8/7/72,97
8/8/72,94
8/9/72,92
8/10/72,88
8/11/72,86
8/12/72,85
8/13/72,86
8/14/72,92
8/15/72,93
8/16/72,94
8/17/72,107
8/18/72,118
8/19/72,105
8/20/72,103
8/21/72,107
8/22/72,100
8/23/72,93
8/24/72,90
8/25/72,87
8/26/72,85
8/27/72,81
8/28/72,79
8/29/72,75
8/30/72,72
8/31/72,71
9/1/72,69
9/2/72,67
9/3/72,66
9/4/72,64
9/5/72,66
9/6/72,71
9/7/72,75
9/8/72,73
9/9/72,78
9/10/72,84
9/11/72,83
9/12/72,78
9/13/72,73
9/14/72,70
9/15/72,68
9/16/72,67
9/17/72,65
9/18/72,67
9/19/72,78
9/20/72,91
9/21/72,191
9/22/72,279
9/23/72,214
9/24/72,219
9/25/72,176
9/26/72,136
9/27/72,113
9/28/72,103
9/29/72,99
9/30/72,95
10/1/72,93
10/2/72,90
10/3/72,89
10/4/72,87
10/5/72,84
10/6/72,80
10/7/72,78
10/8/72,77
10/9/72,76
10/10/72,85
10/11/72,98
10/12/72,95
10/13/72,88
10/14/72,85
10/15/72,83
10/16/72,81
10/17/72,79
10/18/72,78
10/19/72,77
10/20/72,77
10/21/72,80
10/22/72,81
10/23/72,81
10/24/72,79
10/25/72,77
10/26/72,79
10/27/72,83
10/28/72,111
10/29/72,165
10/30/72,133
10/31/72,106
11/1/72,108
11/2/72,197
11/3/72,376
11/4/72,1160
11/5/72,722
11/6/72,429
11/7/72,430
11/8/72,443
11/9/72,442
11/10/72,883
11/11/72,623
11/12/72,426
11/13/72,340
11/14/72,289
11/15/72,247
11/16/72,221
11/17/72,205
11/18/72,276
11/19/72,973
11/20/72,707
11/21/72,529
11/22/72,454
11/23/72,399
11/24/72,355
11/25/72,340
11/26/72,759
11/27/72,677
11/28/72,530
11/29/72,450
11/30/72,392
12/1/72,351
12/2/72,372
12/3/72,460
12/4/72,414
12/5/72,376
12/6/72,360
12/7/72,335
12/8/72,310
12/9/72,300
12/10/72,285
12/11/72,270
12/12/72,260
12/13/72,250
12/14/72,245
12/15/72,242
12/16/72,358
12/17/72,1920
12/18/72,2750
12/19/72,4810
12/20/72,5020
12/21/72,12000
12/22/72,11600
12/23/72,7780
12/24/72,8070
12/25/72,6320
12/26/72,4280
12/27/72,5330
12/28/72,5210
12/29/72,4100
12/30/72,3220
12/31/72,2570
1/1/73,2140
1/2/73,1990
1/3/73,1880
1/4/73,1710
1/5/73,1600
1/6/73,1460
1/7/73,1320
1/8/73,1220
1/9/73,1140
1/10/73,1090
1/11/73,1780
1/12/73,5960
1/13/73,11800
1/14/73,8130
1/15/73,5190
1/16/73,4870
1/17/73,5960
1/18/73,4700
1/19/73,4040
1/20/73,3430
1/21/73,3100
1/22/73,2650
1/23/73,2310
1/24/73,2480
1/25/73,2700
1/26/73,2320
1/27/73,2050
1/28/73,1840
1/29/73,1660
1/30/73,1670
1/31/73,1790
2/1/73,1590
2/2/73,1470
2/3/73,1370
2/4/73,1270
2/5/73,1170
2/6/73,1100
2/7/73,1030
2/8/73,969
2/9/73,922
2/10/73,947
2/11/73,903
2/12/73,868
2/13/73,812
2/14/73,789
2/15/73,759
2/16/73,719
2/17/73,730
2/18/73,737
2/19/73,691
2/20/73,663
2/21/73,636
2/22/73,619
2/23/73,599
2/24/73,594
2/25/73,1460
2/26/73,1550
2/27/73,1400
2/28/73,1260
3/1/73,1570
3/2/73,1930
3/3/73,1740
3/4/73,1560
3/5/73,1400
3/6/73,1350
3/7/73,1220
3/8/73,1120
3/9/73,1050
3/10/73,1380
3/11/73,1660
3/12/73,1540
3/13/73,1540
3/14/73,1470
3/15/73,1370
3/16/73,1350
3/17/73,1390
3/18/73,1460
3/19/73,2350
3/20/73,2440
3/21/73,2160
3/22/73,1870
3/23/73,1640
3/24/73,1490
3/25/73,1360
3/26/73,1240
3/27/73,1260
3/28/73,1290
3/29/73,1170
3/30/73,1160
3/31/73,1280
4/1/73,1420
4/2/73,1370
4/3/73,1250
4/4/73,1140
4/5/73,1060
4/6/73,975
4/7/73,910
4/8/73,860
4/9/73,810
4/10/73,765
4/11/73,725
4/12/73,690
4/13/73,695
4/14/73,649
4/15/73,613
4/16/73,658
4/17/73,875
4/18/73,1070
4/19/73,1460
4/20/73,1290
4/21/73,1100
4/22/73,986
4/23/73,915
4/24/73,845
4/25/73,790
4/26/73,745
4/27/73,705
4/28/73,671
4/29/73,644
4/30/73,622
5/1/73,595
5/2/73,574
5/3/73,570
5/4/73,599
5/5/73,558
5/6/73,530
5/7/73,518
5/8/73,546
5/9/73,550
5/10/73,546
5/11/73,502
5/12/73,470
5/13/73,453
5/14/73,432
5/15/73,414
5/16/73,400
5/17/73,386
5/18/73,372
5/19/73,365
5/20/73,358
5/21/73,355
5/22/73,345
5/23/73,372
5/24/73,586
5/25/73,522
5/26/73,432
5/27/73,386
5/28/73,365
5/29/73,338
5/30/73,315
5/31/73,301
6/1/73,288
6/2/73,282
6/3/73,276
6/4/73,266
6/5/73,251
6/6/73,236
6/7/73,230
6/8/73,225
6/9/73,219
6/10/73,211
6/11/73,203
6/12/73,197
6/13/73,216
6/14/73,208
6/15/73,214
6/16/73,253
6/17/73,393
6/18/73,358
6/19/73,268
6/20/73,229
6/21/73,207
6/22/73,194
6/23/73,195
6/24/73,194
6/25/73,217
6/26/73,237
6/27/73,210
6/28/73,187
6/29/73,174
6/30/73,168
7/1/73,166
7/2/73,160
7/3/73,153
7/4/73,150
7/5/73,148
7/6/73,145
7/7/73,144
7/8/73,141
7/9/73,138
7/10/73,133
7/11/73,130
7/12/73,125
7/13/73,120
7/14/73,117
7/15/73,110
7/16/73,107
7/17/73,104
7/18/73,102
7/19/73,103
7/20/73,105
7/21/73,107
7/22/73,106
7/23/73,105
7/24/73,103
7/25/73,100
7/26/73,95
7/27/73,91
7/28/73,87
7/29/73,85
7/30/73,81
7/31/73,78
8/1/73,77
8/2/73,76
8/3/73,75
8/4/73,74
8/5/73,74
8/6/73,75
8/7/73,75
8/8/73,74
8/9/73,74
8/10/73,76
8/11/73,76
8/12/73,74
8/13/73,71
8/14/73,70
8/15/73,67
8/16/73,66
8/17/73,66
8/18/73,67
8/19/73,66
8/20/73,64
8/21/73,65
8/22/73,62
8/23/73,62
8/24/73,77
8/25/73,112
8/26/73,100
8/27/73,83
8/28/73,74
8/29/73,71
8/30/73,69
8/31/73,72
9/1/73,72
9/2/73,68
9/3/73,64
9/4/73,62
9/5/73,59
9/6/73,60
9/7/73,73
9/8/73,79
9/9/73,75
9/10/73,68
9/11/73,63
9/12/73,59
9/13/73,58
9/14/73,59
9/15/73,61
9/16/73,60
9/17/73,59
9/18/73,62
9/19/73,82
9/20/73,262
9/21/73,567
9/22/73,365
9/23/73,537
9/24/73,635
9/25/73,705
9/26/73,399
9/27/73,270
9/28/73,211
9/29/73,178
9/30/73,160
10/1/73,147
10/2/73,137
10/3/73,131
10/4/73,124
10/5/73,119
10/6/73,150
10/7/73,258
10/8/73,206
10/9/73,174
10/10/73,155
10/11/73,145
10/12/73,146
10/13/73,140
10/14/73,133
10/15/73,127
10/16/73,123
10/17/73,120
10/18/73,117
10/19/73,114
10/20/73,122
10/21/73,205
10/22/73,218
10/23/73,210
10/24/73,257
10/25/73,381
10/26/73,340
10/27/73,273
10/28/73,282
10/29/73,327
10/30/73,286
10/31/73,708
11/1/73,1580
11/2/73,859
11/3/73,615
11/4/73,1190
11/5/73,1610
11/6/73,1400
11/7/73,1340
11/8/73,1480
11/9/73,9520
11/10/73,5960
11/11/73,5770
11/12/73,7650
11/13/73,8350
11/14/73,8520
11/15/73,20100
11/16/73,20700
11/17/73,8830
11/18/73,5330
11/19/73,3730
11/20/73,4160
11/21/73,6930
11/22/73,6200
11/23/73,5040
11/24/73,5280
11/25/73,5760
11/26/73,6310
11/27/73,6020
11/28/73,7440
11/29/73,7920
11/30/73,6140
12/1/73,4790
12/2/73,3910
12/3/73,3560
12/4/73,3210
12/5/73,2860
12/6/73,2710
12/7/73,6220
12/8/73,5260
12/9/73,3880
12/10/73,3130
12/11/73,2860
12/12/73,4740
12/13/73,10100
12/14/73,8260
12/15/73,7250
12/16/73,8610
12/17/73,10600
12/18/73,8310
12/19/73,5790
12/20/73,8090
12/21/73,14900
12/22/73,9350
12/23/73,7760
12/24/73,6150
12/25/73,5890
12/26/73,4730
12/27/73,5180
12/28/73,7350
12/29/73,6830
12/30/73,6030
12/31/73,4820
1/1/74,3890
1/2/74,3230
1/3/74,2730
1/4/74,2350
1/5/74,2070
1/6/74,1830
1/7/74,1640
1/8/74,1500
1/9/74,1380
1/10/74,1270
1/11/74,1190
1/12/74,1720
1/13/74,8060
1/14/74,10700
1/15/74,26900
1/16/74,31000
1/17/74,18300
1/18/74,10600
1/19/74,9140
1/20/74,6420
1/21/74,4740
1/22/74,3830
1/23/74,3310
1/24/74,2970
1/25/74,2930
1/26/74,3430
1/27/74,3420
1/28/74,3390
1/29/74,3120
1/30/74,3080
1/31/74,5030
2/1/74,6900
2/2/74,5370
2/3/74,4150
2/4/74,4210
2/5/74,4040
2/6/74,3400
2/7/74,2880
2/8/74,2490
2/9/74,2190
2/10/74,1950
2/11/74,1770
2/12/74,1690
2/13/74,1560
2/14/74,1800
2/15/74,1910
2/16/74,4510
2/17/74,5480
2/18/74,5650
2/19/74,10300
2/20/74,6550
2/21/74,5080
2/22/74,4380
2/23/74,3760
2/24/74,3230
2/25/74,2960
2/26/74,3980
2/27/74,4880
2/28/74,10700
3/1/74,9580
3/2/74,9430
3/3/74,6820
3/4/74,5300
3/5/74,6410
3/6/74,7800
3/7/74,5450
3/8/74,4150
3/9/74,3320
3/10/74,2890
3/11/74,2810
3/12/74,3690
3/13/74,4240
3/14/74,5600
3/15/74,7070
3/16/74,5290
3/17/74,4170
3/18/74,3350
3/19/74,2820
3/20/74,2420
3/21/74,2110
3/22/74,1880
3/23/74,1690
3/24/74,1540
3/25/74,1480
3/26/74,1360
3/27/74,1420
3/28/74,4400
3/29/74,4890
3/30/74,6130
3/31/74,5700
4/1/74,4850
4/2/74,5250
4/3/74,5060
4/4/74,4250
4/5/74,3610
4/6/74,3230
4/7/74,2920
4/8/74,2620
4/9/74,2590
4/10/74,2410
4/11/74,2570
4/12/74,2650
4/13/74,2310
4/14/74,2040
4/15/74,1820
4/16/74,1650
4/17/74,1500
4/18/74,1400
4/19/74,1290
4/20/74,1240
4/21/74,1140
4/22/74,1080
4/23/74,1060
4/24/74,1040
4/25/74,953
4/26/74,896
4/27/74,855
4/28/74,816
4/29/74,777
4/30/74,744
5/1/74,716
5/2/74,707
5/3/74,671
5/4/74,640
5/5/74,620
5/6/74,599
5/7/74,580
5/8/74,560
5/9/74,545
5/10/74,552
5/11/74,587
5/12/74,599
5/13/74,545
5/14/74,628
5/15/74,758
5/16/74,855
5/17/74,865
5/18/74,801
5/19/74,730
5/20/74,680
5/21/74,628
5/22/74,595
5/23/74,576
5/24/74,560
5/25/74,545
5/26/74,515
5/27/74,490
5/28/74,468
5/29/74,455
5/30/74,437
5/31/74,427
6/1/74,404
6/2/74,398
6/3/74,378
6/4/74,418
6/5/74,810
6/6/74,604
6/7/74,541
6/8/74,490
6/9/74,455
6/10/74,427
6/11/74,404
6/12/74,388
6/13/74,368
6/14/74,358
6/15/74,355
6/16/74,342
6/17/74,326
6/18/74,314
6/19/74,302
6/20/74,299
6/21/74,290
6/22/74,281
6/23/74,281
6/24/74,270
6/25/74,278
6/26/74,311
6/27/74,302
6/28/74,293
6/29/74,264
6/30/74,248
7/1/74,237
7/2/74,237
7/3/74,229
7/4/74,224
7/5/74,219
7/6/74,224
7/7/74,214
7/8/74,253
7/9/74,332
7/10/74,358
7/11/74,284
7/12/74,253
7/13/74,232
7/14/74,216
7/15/74,209
7/16/74,209
7/17/74,287
7/18/74,342
7/19/74,284
7/20/74,250
7/21/74,227
7/22/74,209
7/23/74,197
7/24/74,190
7/25/74,183
7/26/74,178
7/27/74,173
7/28/74,166
7/29/74,162
7/30/74,159
7/31/74,151
8/1/74,146
8/2/74,140
8/3/74,138
8/4/74,134
8/5/74,134
8/6/74,132
8/7/74,128
8/8/74,126
8/9/74,126
8/10/74,124
8/11/74,118
8/12/74,116
8/13/74,126
8/14/74,122
8/15/74,124
8/16/74,120
8/17/74,116
8/18/74,113
8/19/74,113
8/20/74,120
8/21/74,120
8/22/74,113
8/23/74,111
8/24/74,109
8/25/74,107
8/26/74,103
8/27/74,97
8/28/74,93
8/29/74,93
8/30/74,99
8/31/74,105
9/1/74,111
9/2/74,107
9/3/74,103
9/4/74,95
9/5/74,95
9/6/74,95
9/7/74,91
9/8/74,89
9/9/74,97
9/10/74,107
9/11/74,101
9/12/74,91
9/13/74,82
9/14/74,78
9/15/74,76
9/16/74,76
9/17/74,76
9/18/74,75
9/19/74,71
9/20/74,69
9/21/74,69
9/22/74,69
9/23/74,68
9/24/74,66
9/25/74,64
9/26/74,62
9/27/74,62
9/28/74,65
9/29/74,68
9/30/74,68
10/1/74,68
10/2/74,68
10/3/74,68
10/4/74,68
10/5/74,68
10/6/74,66
10/7/74,66
10/8/74,65
10/9/74,65
10/10/74,65
10/11/74,73
10/12/74,73
10/13/74,75
10/14/74,73
10/15/74,69
10/16/74,69
10/17/74,68
10/18/74,68
10/19/74,66
10/20/74,71
10/21/74,76
10/22/74,82
10/23/74,78
10/24/74,75
10/25/74,73
10/26/74,73
10/27/74,75
10/28/74,87
10/29/74,109
10/30/74,105
10/31/74,99
11/1/74,107
11/2/74,101
11/3/74,91
11/4/74,85
11/5/74,85
11/6/74,124
11/7/74,777
11/8/74,458
11/9/74,256
11/10/74,219
11/11/74,185
11/12/74,157
11/13/74,142
11/14/74,130
11/15/74,124
11/16/74,118
11/17/74,136
11/18/74,404
11/19/74,564
11/20/74,511
11/21/74,1540
11/22/74,1530
11/23/74,1590
11/24/74,1980
11/25/74,1320
11/26/74,1050
11/27/74,845
11/28/74,684
11/29/74,580
11/30/74,511
12/1/74,455
12/2/74,448
12/3/74,461
12/4/74,835
12/5/74,1020
12/6/74,1350
12/7/74,1660
12/8/74,1200
12/9/74,1000
12/10/74,953
12/11/74,2770
12/12/74,2510
12/13/74,2790
12/14/74,6000
12/15/74,5000
12/16/74,4000
12/17/74,3120
12/18/74,2600
12/19/74,2300
12/20/74,5540
12/21/74,7290
12/22/74,6010
12/23/74,4210
12/24/74,3130
12/25/74,2490
12/26/74,2310
12/27/74,7980
12/28/74,5150
12/29/74,3530
12/30/74,3080
12/31/74,2500
1/1/75,2240
1/2/75,1930
1/3/75,1950
1/4/75,4270
1/5/75,10300
1/6/75,8980
1/7/75,5920
1/8/75,7410
1/9/75,6120
1/10/75,6430
1/11/75,5650
1/12/75,4680
1/13/75,5540
1/14/75,5040
1/15/75,4020
1/16/75,3260
1/17/75,2720
1/18/75,2340
1/19/75,2060
1/20/75,1830
1/21/75,1640
1/22/75,1490
1/23/75,1530
1/24/75,2000
1/25/75,2830
1/26/75,4230
1/27/75,3230
1/28/75,2650
1/29/75,2220
1/30/75,1930
1/31/75,1800
2/1/75,1700
2/2/75,1710
2/3/75,2130
2/4/75,2560
2/5/75,2920
2/6/75,3060
2/7/75,3330
2/8/75,3250
2/9/75,3540
2/10/75,3610
2/11/75,3960
2/12/75,8930
2/13/75,8190
2/14/75,5800
2/15/75,4420
2/16/75,3910
2/17/75,3340
2/18/75,3020
2/19/75,5260
2/20/75,8740
2/21/75,5460
2/22/75,4020
2/23/75,3210
2/24/75,2670
2/25/75,2290
2/26/75,2020
2/27/75,1970
2/28/75,2790
3/1/75,2650
3/2/75,2540
3/3/75,2620
3/4/75,2360
3/5/75,2090
3/6/75,1870
3/7/75,1690
3/8/75,1770
3/9/75,1780
3/10/75,1630
3/11/75,1490
3/12/75,1390
3/13/75,1300
3/14/75,1200
3/15/75,1190
3/16/75,1490
3/17/75,3070
3/18/75,7670
3/19/75,7750
3/20/75,5500
3/21/75,4810
3/22/75,5550
3/23/75,5660
3/24/75,6140
3/25/75,5330
3/26/75,4160
3/27/75,3360
3/28/75,2770
3/29/75,2360
3/30/75,2090
3/31/75,1890
4/1/75,1700
4/2/75,1690
4/3/75,1700
4/4/75,1650
4/5/75,1540
4/6/75,1430
4/7/75,1360
4/8/75,1330
4/9/75,1220
4/10/75,1160
4/11/75,1100
4/12/75,1040
4/13/75,1000
4/14/75,969
4/15/75,937
4/16/75,886
4/17/75,850
4/18/75,811
4/19/75,840
4/20/75,782
4/21/75,749
4/22/75,725
4/23/75,840
4/24/75,1620
4/25/75,2470
4/26/75,2010
4/27/75,1690
4/28/75,1460
4/29/75,1300
4/30/75,1190
5/1/75,1100
5/2/75,1080
5/3/75,2780
5/4/75,3020
5/5/75,2380
5/6/75,2020
5/7/75,1770
5/8/75,1570
5/9/75,1410
5/10/75,1300
5/11/75,1280
5/12/75,1120
5/13/75,1040
5/14/75,975
5/15/75,922
5/16/75,860
5/17/75,806
5/18/75,767
5/19/75,753
5/20/75,721
5/21/75,675
5/22/75,653
5/23/75,649
5/24/75,624
5/25/75,583
5/26/75,564
5/27/75,541
5/28/75,522
5/29/75,500
5/30/75,483
5/31/75,465
6/1/75,448
6/2/75,434
6/3/75,421
6/4/75,411
6/5/75,398
6/6/75,388
6/7/75,368
6/8/75,358
6/9/75,348
6/10/75,332
6/11/75,320
6/12/75,311
6/13/75,299
6/14/75,293
6/15/75,281
6/16/75,275
6/17/75,287
6/18/75,290
6/19/75,283
6/20/75,270
6/21/75,264
6/22/75,259
6/23/75,268
6/24/75,288
6/25/75,292
6/26/75,298
6/27/75,319
6/28/75,289
6/29/75,264
6/30/75,252
7/1/75,263
7/2/75,279
7/3/75,251
7/4/75,235
7/5/75,229
7/6/75,224
7/7/75,208
7/8/75,200
7/9/75,196
7/10/75,188
7/11/75,181
7/12/75,177
7/13/75,170
7/14/75,167
7/15/75,167
7/16/75,164
7/17/75,162
7/18/75,164
7/19/75,163
7/20/75,158
7/21/75,147
7/22/75,139
7/23/75,135
7/24/75,130
7/25/75,126
7/26/75,122
7/27/75,118
7/28/75,118
7/29/75,144
7/30/75,154
7/31/75,136
8/1/75,130
8/2/75,120
8/3/75,113
8/4/75,109
8/5/75,105
8/6/75,105
8/7/75,105
8/8/75,103
8/9/75,103
8/10/75,99
8/11/75,97
8/12/75,93
8/13/75,89
8/14/75,87
8/15/75,85
8/16/75,85
8/17/75,99
8/18/75,159
8/19/75,164
8/20/75,128
8/21/75,116
8/22/75,107
8/23/75,130
8/24/75,146
8/25/75,128
8/26/75,109
8/27/75,105
8/28/75,180
8/29/75,261
8/30/75,293
8/31/75,259
9/1/75,194
9/2/75,162
9/3/75,142
9/4/75,128
9/5/75,118
9/6/75,111
9/7/75,105
9/8/75,99
9/9/75,97
9/10/75,95
9/11/75,95
9/12/75,91
9/13/75,85
9/14/75,84
9/15/75,82
9/16/75,82
9/17/75,76
9/18/75,75
9/19/75,73
9/20/75,73
9/21/75,73
9/22/75,69
9/23/75,66
9/24/75,65
9/25/75,66
9/26/75,69
9/27/75,69
9/28/75,66
9/29/75,65
9/30/75,65
10/1/75,63
10/2/75,62
10/3/75,78
10/4/75,148
10/5/75,164
10/6/75,187
10/7/75,164
10/8/75,132
10/9/75,132
10/10/75,144
10/11/75,142
10/12/75,130
10/13/75,122
10/14/75,116
10/15/75,111
10/16/75,105
10/17/75,107
10/18/75,159
10/19/75,164
10/20/75,146
10/21/75,240
10/22/75,448
10/23/75,382
10/24/75,302
10/25/75,591
10/26/75,1040
10/27/75,1290
10/28/75,1700
10/29/75,1110
10/30/75,1430
10/31/75,1130
11/1/75,796
11/2/75,684
11/3/75,680
11/4/75,615
11/5/75,564
11/6/75,587
11/7/75,1120
11/8/75,1170
11/9/75,1190
11/10/75,1360
11/11/75,1480
11/12/75,1190
11/13/75,975
11/14/75,1270
11/15/75,4890
11/16/75,3750
11/17/75,2940
11/18/75,2270
11/19/75,1790
11/20/75,1480
11/21/75,1230
11/22/75,1190
11/23/75,1250
11/24/75,1130
11/25/75,1020
11/26/75,1290
11/27/75,1710
11/28/75,1760
11/29/75,1500
11/30/75,5310
12/1/75,14300
12/2/75,7410
12/3/75,4980
12/4/75,16900
12/5/75,9290
12/6/75,5580
12/7/75,4600
12/8/75,3630
12/9/75,2930
12/10/75,2440
12/11/75,2100
12/12/75,1860
12/13/75,1910
12/14/75,1830
12/15/75,1730
12/16/75,1810
12/17/75,1720
12/18/75,1560
12/19/75,1420
12/20/75,1300
12/21/75,1210
12/22/75,1170
12/23/75,1870
12/24/75,2500
12/25/75,2400
12/26/75,3430
12/27/75,4060
12/28/75,3070
12/29/75,2540
12/30/75,2610
12/31/75,2620
1/1/76,2320
1/2/76,2030
1/3/76,1870
1/4/76,3270
1/5/76,5980
1/6/76,5200
1/7/76,9250
1/8/76,15000
1/9/76,8550
1/10/76,5910
1/11/76,6660
1/12/76,6240
1/13/76,5110
1/14/76,7480
1/15/76,7330
1/16/76,5230
1/17/76,4010
1/18/76,3220
1/19/76,2670
1/20/76,2290
1/21/76,1990
1/22/76,1790
1/23/76,1650
1/24/76,1460
1/25/76,1340
1/26/76,1240
1/27/76,1360
1/28/76,1310
1/29/76,1190
1/30/76,1110
1/31/76,1040
2/1/76,978
2/2/76,930
2/3/76,889
2/4/76,848
2/5/76,794
2/6/76,760
2/7/76,741
2/8/76,723
2/9/76,714
2/10/76,673
2/11/76,668
2/12/76,789
2/13/76,915
2/14/76,1210
2/15/76,1540
2/16/76,5130
2/17/76,5280
2/18/76,5660
2/19/76,4340
2/20/76,3460
2/21/76,2840
2/22/76,2390
2/23/76,2120
2/24/76,2640
2/25/76,6690
2/26/76,7700
2/27/76,8700
2/28/76,7940
2/29/76,5470
3/1/76,4120
3/2/76,3280
3/3/76,2680
3/4/76,2280
3/5/76,1980
3/6/76,1760
3/7/76,1610
3/8/76,1470
3/9/76,1350
3/10/76,1270
3/11/76,1190
3/12/76,1100
3/13/76,1050
3/14/76,1300
3/15/76,1150
3/16/76,1070
3/17/76,1020
3/18/76,1240
3/19/76,1690
3/20/76,1880
3/21/76,1940
3/22/76,2060
3/23/76,2500
3/24/76,6150
3/25/76,6740
3/26/76,4720
3/27/76,3790
3/28/76,3740
3/29/76,3360
3/30/76,2850
3/31/76,2580
4/1/76,2250
4/2/76,2000
4/3/76,1810
4/4/76,1640
4/5/76,1520
4/6/76,1430
4/7/76,1320
4/8/76,1240
4/9/76,1160
4/10/76,1090
4/11/76,1020
4/12/76,968
4/13/76,941
4/14/76,889
4/15/76,1020
4/16/76,1080
4/17/76,1020
4/18/76,978
4/19/76,984
4/20/76,1260
4/21/76,1220
4/22/76,1170
4/23/76,1080
4/24/76,1110
4/25/76,1110
4/26/76,1060
4/27/76,1010
4/28/76,946
4/29/76,889
4/30/76,833
5/1/76,794
5/2/76,789
5/3/76,751
5/4/76,709
5/5/76,691
5/6/76,655
5/7/76,629
5/8/76,603
5/9/76,578
5/10/76,562
5/11/76,554
5/12/76,526
5/13/76,510
5/14/76,490
5/15/76,474
5/16/76,462
5/17/76,458
5/18/76,442
5/19/76,431
5/20/76,427
5/21/76,412
5/22/76,398
5/23/76,391
5/24/76,401
5/25/76,401
5/26/76,373
5/27/76,359
